source,target,weight
Mauritius,Kenya,2
Mauritius,Tanzania,4
Mauritius,Burundi,2
Mauritius,Rwanda,2
Mauritius,Somalia,2
Mauritius,Djibouti,2
Mauritius,Ethiopia,2
Mauritius,Eritrea,2
Mauritius,Angola,4
Mauritius,Mozambique,4
Mauritius,Zambia,4
Mauritius,Zimbabwe,4
Mauritius,Malawi,4
Mauritius,South Africa,4
Mauritius,Namibia,4
Mauritius,Lesotho,4
Mauritius,Botswana,4
Mauritius,Swaziland,4
Mauritius,Madagascar,2
Mauritius,Comoros,2
Mauritius,Seychelles,2
Mauritius,Algeria,2
Mauritius,Tunisia,2
Mauritius,Libya,2
Mauritius,Sudan,2
Mauritius,South Sudan,2
Mauritius,Egypt,2
Seychelles,Cape Verde,2
Seychelles,Sao Tome and Principe,2
Seychelles,Guinea-Bissau,2
Seychelles,Equatorial Guinea,2
Seychelles,Gambia,2
Seychelles,Mali,2
Seychelles,Senegal,2
Seychelles,Benin,2
Seychelles,Mauritania,2
Seychelles,Niger,2
Seychelles,Ivory Coast,2
Seychelles,Guinea,2
Seychelles,Burkina Faso,2
Seychelles,Liberia,2
Seychelles,Sierra Leone,2
Seychelles,Ghana,2
Seychelles,Togo,2
Seychelles,Cameroon,2
Seychelles,Nigeria,2
Seychelles,Gabon,2
Seychelles,Central African Republic,2
Seychelles,Chad,2
Seychelles,Congo,2
Seychelles,Democratic Republic of the Congo,2
Seychelles,Uganda,2
Seychelles,Kenya,2
Seychelles,Tanzania,2
Seychelles,Burundi,2
Seychelles,Rwanda,2
Seychelles,Somalia,2
Seychelles,Djibouti,2
Seychelles,Ethiopia,2
Seychelles,Eritrea,2
Seychelles,Angola,2
Seychelles,Mozambique,2
Seychelles,Zambia,2
Seychelles,Zimbabwe,2
Seychelles,Malawi,2
Seychelles,South Africa,2
Seychelles,Namibia,2
Seychelles,Lesotho,2
Seychelles,Botswana,2
Seychelles,Swaziland,2
Seychelles,Madagascar,2
Seychelles,Comoros,2
Seychelles,Mauritius,2
Seychelles,Algeria,2
Seychelles,Tunisia,2
Seychelles,Libya,2
Seychelles,Sudan,2
Seychelles,South Sudan,2
Seychelles,Egypt,2
Morocco,United States of America,2
Morocco,Canada,2
Morocco,Brazil,2
Morocco,Chile,2
Morocco,United Kingdom,2
Morocco,France,2
Morocco,Spain,2
Morocco,Russia,2
Morocco,Norway,2
Morocco,Mauritania,4
Morocco,Somalia,4
Morocco,Djibouti,4
Morocco,Comoros,4
Morocco,Algeria,4
Morocco,Tunisia,4
Morocco,Libya,4
Morocco,Sudan,4
Morocco,Turkey,2
Morocco,Iraq,4
Morocco,Egypt,4
Morocco,Lebanon,4
Morocco,Jordan,4
Morocco,Saudi Arabia,4
Morocco,Yemen,4
Morocco,Kuwait,4
Morocco,Bahrain,4
Morocco,Qatar,4
Morocco,United Arab Emirates,4
Morocco,Oman,4
Morocco,China,2
Morocco,Mongolia,2
Morocco,North Korea,2
Morocco,South Korea,2
Morocco,Japan,2
Morocco,India,2
Morocco,Pakistan,2
Morocco,Bangladesh,2
Morocco,Myanmar,2
Morocco,Sri Lanka,2
Morocco,Thailand,2
Morocco,Cambodia,2
Morocco,Laos,2
Morocco,Vietnam,2
Morocco,Malaysia,2
Morocco,Singapore,2
Morocco,Brunei,2
Morocco,Philippines,2
Morocco,Indonesia,2
Morocco,East Timor,2
Morocco,Australia,2
Morocco,Papua New Guinea,2
Morocco,New Zealand,2
Algeria,Spain,2
Algeria,Portugal,2
Algeria,Italy,2
Algeria,Cape Verde,2
Algeria,Sao Tome and Principe,2
Algeria,Guinea-Bissau,4
Algeria,Equatorial Guinea,2
Algeria,Gambia,4
Algeria,Mali,4
Algeria,Senegal,4
Algeria,Benin,4
Algeria,Mauritania,4
Algeria,Niger,4
Algeria,Ivory Coast,2
Algeria,Guinea,4
Algeria,Burkina Faso,4
Algeria,Liberia,4
Algeria,Sierra Leone,2
Algeria,Ghana,4
Algeria,Togo,4
Algeria,Cameroon,2
Algeria,Nigeria,2
Algeria,Gabon,4
Algeria,Central African Republic,2
Algeria,Chad,4
Algeria,Congo,4
Algeria,Democratic Republic of the Congo,2
Algeria,Uganda,2
Algeria,Kenya,2
Algeria,Tanzania,2
Algeria,Burundi,2
Algeria,Rwanda,4
Algeria,Somalia,4
Algeria,Djibouti,4
Algeria,Ethiopia,4
Algeria,Eritrea,2
Algeria,Angola,2
Algeria,Mozambique,4
Algeria,Zambia,2
Algeria,Zimbabwe,2
Algeria,Malawi,2
Algeria,South Africa,2
Algeria,Namibia,2
Algeria,Lesotho,2
Algeria,Botswana,2
Algeria,Swaziland,2
Algeria,Madagascar,2
Algeria,Comoros,4
Algeria,Mauritius,2
Algeria,Seychelles,2
Algeria,Morocco,4
Algeria,Tunisia,4
Algeria,Libya,4
Algeria,Sudan,4
Algeria,South Sudan,2
Algeria,Turkey,2
Algeria,Iraq,4
Algeria,Egypt,4
Algeria,Lebanon,4
Algeria,Jordan,4
Algeria,Saudi Arabia,4
Algeria,Yemen,4
Algeria,Kuwait,4
Algeria,Bahrain,4
Algeria,Qatar,4
Algeria,United Arab Emirates,4
Algeria,Oman,4
Tunisia,Spain,2
Tunisia,Portugal,2
Tunisia,Malta,2
Tunisia,Cape Verde,2
Tunisia,Sao Tome and Principe,2
Tunisia,Guinea-Bissau,2
Tunisia,Equatorial Guinea,2
Tunisia,Gambia,2
Tunisia,Mali,2
Tunisia,Senegal,2
Tunisia,Benin,2
Tunisia,Mauritania,4
Tunisia,Niger,2
Tunisia,Ivory Coast,2
Tunisia,Guinea,2
Tunisia,Burkina Faso,2
Tunisia,Liberia,2
Tunisia,Sierra Leone,2
Tunisia,Ghana,2
Tunisia,Togo,2
Tunisia,Cameroon,2
Tunisia,Nigeria,2
Tunisia,Gabon,2
Tunisia,Central African Republic,2
Tunisia,Chad,2
Tunisia,Congo,2
Tunisia,Democratic Republic of the Congo,2
Tunisia,Uganda,2
Tunisia,Kenya,2
Tunisia,Tanzania,2
Tunisia,Burundi,2
Tunisia,Rwanda,2
Tunisia,Somalia,4
Tunisia,Djibouti,4
Tunisia,Ethiopia,2
Tunisia,Eritrea,2
Tunisia,Angola,2
Tunisia,Mozambique,2
Tunisia,Zambia,2
Tunisia,Zimbabwe,2
Tunisia,Malawi,2
Tunisia,South Africa,2
Tunisia,Namibia,2
Tunisia,Lesotho,2
Tunisia,Botswana,2
Tunisia,Swaziland,2
Tunisia,Madagascar,2
Tunisia,Comoros,4
Tunisia,Mauritius,2
Tunisia,Seychelles,2
Tunisia,Morocco,4
Tunisia,Algeria,4
Tunisia,Libya,4
Tunisia,Sudan,4
Tunisia,South Sudan,2
Tunisia,Iraq,4
Tunisia,Egypt,4
Tunisia,Lebanon,4
Tunisia,Jordan,4
Tunisia,Saudi Arabia,4
Tunisia,Yemen,4
Tunisia,Kuwait,4
Tunisia,Bahrain,4
Tunisia,Qatar,4
Tunisia,United Arab Emirates,4
Tunisia,Oman,4
Libya,Italy,2
Libya,Cape Verde,2
Libya,Sao Tome and Principe,2
Libya,Guinea-Bissau,4
Libya,Equatorial Guinea,2
Libya,Gambia,4
Libya,Mali,4
Libya,Senegal,4
Libya,Benin,4
Libya,Mauritania,4
Libya,Niger,4
Libya,Ivory Coast,2
Libya,Guinea,4
Libya,Burkina Faso,4
Libya,Liberia,4
Libya,Sierra Leone,2
Libya,Ghana,4
Libya,Togo,4
Libya,Cameroon,2
Libya,Nigeria,2
Libya,Gabon,4
Libya,Central African Republic,2
Libya,Chad,4
Libya,Congo,4
Libya,Democratic Republic of the Congo,2
Libya,Uganda,2
Libya,Kenya,2
Libya,Tanzania,2
Libya,Burundi,2
Libya,Rwanda,4
Libya,Somalia,4
Libya,Djibouti,4
Libya,Ethiopia,4
Libya,Eritrea,2
Libya,Angola,2
Libya,Mozambique,4
Libya,Zambia,2
Libya,Zimbabwe,2
Libya,Malawi,2
Libya,South Africa,2
Libya,Namibia,2
Libya,Lesotho,2
Libya,Botswana,2
Libya,Swaziland,2
Libya,Madagascar,2
Libya,Comoros,4
Libya,Mauritius,2
Libya,Seychelles,2
Libya,Morocco,4
Libya,Algeria,4
Libya,Tunisia,4
Libya,Sudan,4
Libya,South Sudan,2
Libya,Iraq,4
Libya,Egypt,4
Libya,Lebanon,4
Libya,Jordan,4
Libya,Saudi Arabia,4
Libya,Yemen,4
Libya,Kuwait,4
Libya,Bahrain,4
Libya,Qatar,4
Libya,United Arab Emirates,4
Libya,Oman,4
Sudan,Cape Verde,2
Sudan,Sao Tome and Principe,2
Sudan,Guinea-Bissau,2
Sudan,Equatorial Guinea,2
Sudan,Gambia,2
Sudan,Mali,2
Sudan,Senegal,2
Sudan,Benin,2
Sudan,Mauritania,2
Sudan,Niger,2
Sudan,Ivory Coast,2
Sudan,Guinea,2
Sudan,Burkina Faso,2
Sudan,Liberia,2
Sudan,Sierra Leone,2
Sudan,Ghana,2
Sudan,Togo,2
Sudan,Cameroon,2
Sudan,Nigeria,2
Sudan,Gabon,2
Sudan,Central African Republic,4
Sudan,Chad,2
Sudan,Congo,4
Sudan,Democratic Republic of the Congo,4
Sudan,Uganda,4
Sudan,Kenya,4
Sudan,Tanzania,4
Sudan,Burundi,4
Sudan,Rwanda,4
Sudan,Somalia,4
Sudan,Djibouti,4
Sudan,Ethiopia,2
Sudan,Eritrea,2
Sudan,Angola,4
Sudan,Mozambique,2
Sudan,Zambia,4
Sudan,Zimbabwe,2
Sudan,Malawi,2
Sudan,South Africa,2
Sudan,Namibia,2
Sudan,Lesotho,2
Sudan,Botswana,2
Sudan,Swaziland,2
Sudan,Madagascar,2
Sudan,Comoros,4
Sudan,Mauritius,2
Sudan,Seychelles,2
Sudan,Morocco,4
Sudan,Algeria,4
Sudan,Tunisia,4
Sudan,Libya,4
Sudan,South Sudan,4
Sudan,Iraq,4
Sudan,Egypt,4
Sudan,Lebanon,4
Sudan,Jordan,4
Sudan,Saudi Arabia,4
Sudan,Yemen,4
Sudan,Kuwait,4
Sudan,Bahrain,4
Sudan,Qatar,4
Sudan,United Arab Emirates,4
Sudan,Oman,4
South Sudan,Cape Verde,2
South Sudan,Sao Tome and Principe,2
South Sudan,Guinea-Bissau,2
South Sudan,Equatorial Guinea,2
South Sudan,Gambia,2
South Sudan,Mali,2
South Sudan,Senegal,2
South Sudan,Benin,2
South Sudan,Mauritania,2
South Sudan,Niger,2
South Sudan,Ivory Coast,2
South Sudan,Guinea,2
South Sudan,Burkina Faso,2
South Sudan,Liberia,2
South Sudan,Sierra Leone,2
South Sudan,Ghana,2
South Sudan,Togo,2
South Sudan,Cameroon,2
South Sudan,Nigeria,2
South Sudan,Gabon,2
South Sudan,Central African Republic,4
South Sudan,Chad,2
South Sudan,Congo,4
South Sudan,Democratic Republic of the Congo,4
South Sudan,Uganda,4
South Sudan,Kenya,4
South Sudan,Tanzania,4
South Sudan,Burundi,4
South Sudan,Rwanda,4
South Sudan,Somalia,2
South Sudan,Djibouti,2
South Sudan,Ethiopia,2
South Sudan,Eritrea,2
South Sudan,Angola,4
South Sudan,Mozambique,2
South Sudan,Zambia,4
South Sudan,Zimbabwe,2
South Sudan,Malawi,2
South Sudan,South Africa,2
South Sudan,Namibia,2
South Sudan,Lesotho,2
South Sudan,Botswana,2
South Sudan,Swaziland,2
South Sudan,Madagascar,2
South Sudan,Comoros,2
South Sudan,Mauritius,2
South Sudan,Seychelles,2
South Sudan,Algeria,2
South Sudan,Tunisia,2
South Sudan,Libya,2
South Sudan,Sudan,4
South Sudan,Egypt,2
Iran,Russia,3
Turkey,United States of America,4
Turkey,Canada,4
Turkey,Brazil,2
Turkey,Chile,2
Turkey,United Kingdom,4
Turkey,Ireland,2
Turkey,Netherlands,4
Turkey,Belgium,4
Turkey,Luxembourg,4
Turkey,France,4
Turkey,Monaco,2
Turkey,Liechtenstein,2
Turkey,Switzerland,2
Turkey,Spain,4
Turkey,Andorra,2
Turkey,Portugal,4
Turkey,Germany,4
Turkey,Poland,4
Turkey,Austria,2
Turkey,Hungary,4
Turkey,Czech Republic,4
Turkey,Slovakia,4
Turkey,Italy,4
Turkey,San Marino,2
Turkey,Malta,2
Turkey,Albania,4
Turkey,Montenegro,4
Turkey,Macedonia,2
Turkey,Croatia,4
Turkey,Yugoslavia,2
Turkey,Bosnia and Herzegovina,2
Turkey,Slovenia,4
Turkey,Greece,4
Turkey,Cyprus,2
Turkey,Bulgaria,4
Turkey,Moldova,2
Turkey,Romania,4
Turkey,Russia,3
Turkey,Estonia,4
Turkey,Latvia,4
Turkey,Lithuania,4
Turkey,Ukraine,2
Turkey,Belarus,2
Turkey,Armenia,2
Turkey,Georgia,2
Turkey,Azerbaijan,4
Turkey,Finland,2
Turkey,Sweden,2
Turkey,Norway,4
Turkey,Denmark,4
Turkey,Iceland,4
Turkey,Morocco,2
Turkey,Algeria,2
Turkey,Egypt,2
Turkey,Turkmenistan,2
Turkey,Tajikistan,2
Turkey,Kyrgyzstan,2
Turkey,Uzbekistan,2
Turkey,Kazakhstan,2
Turkey,China,2
Turkey,Mongolia,2
Turkey,North Korea,2
Turkey,South Korea,2
Turkey,Japan,2
Turkey,India,2
Turkey,Pakistan,2
Turkey,Bangladesh,2
Turkey,Myanmar,2
Turkey,Sri Lanka,2
Turkey,Thailand,2
Turkey,Cambodia,2
Turkey,Laos,2
Turkey,Vietnam,2
Turkey,Malaysia,2
Turkey,Singapore,2
Turkey,Brunei,2
Turkey,Philippines,2
Turkey,Indonesia,2
Turkey,East Timor,2
Turkey,Australia,2
Turkey,Papua New Guinea,2
Turkey,New Zealand,2
Iraq,United States of America,2
Iraq,Mauritania,2
Iraq,Somalia,4
Iraq,Djibouti,4
Iraq,Comoros,4
Iraq,Morocco,4
Iraq,Algeria,4
Iraq,Tunisia,4
Iraq,Libya,4
Iraq,Sudan,4
Iraq,Egypt,4
Iraq,Lebanon,4
Iraq,Jordan,4
Iraq,Saudi Arabia,4
Iraq,Yemen,4
Iraq,Kuwait,4
Iraq,Bahrain,4
Iraq,Qatar,4
Iraq,United Arab Emirates,4
Iraq,Oman,4
Egypt,United States of America,2
Egypt,Canada,2
Egypt,Brazil,2
Egypt,Chile,2
Egypt,United Kingdom,2
Egypt,France,2
Egypt,Russia,2
Egypt,Norway,2
Egypt,Cape Verde,2
Egypt,Sao Tome and Principe,2
Egypt,Guinea-Bissau,2
Egypt,Equatorial Guinea,2
Egypt,Gambia,2
Egypt,Mali,2
Egypt,Senegal,2
Egypt,Benin,2
Egypt,Mauritania,2
Egypt,Niger,2
Egypt,Ivory Coast,2
Egypt,Guinea,2
Egypt,Burkina Faso,2
Egypt,Liberia,2
Egypt,Sierra Leone,2
Egypt,Ghana,2
Egypt,Togo,2
Egypt,Cameroon,2
Egypt,Nigeria,2
Egypt,Gabon,2
Egypt,Central African Republic,2
Egypt,Chad,2
Egypt,Congo,2
Egypt,Democratic Republic of the Congo,2
Egypt,Uganda,2
Egypt,Kenya,2
Egypt,Tanzania,2
Egypt,Burundi,2
Egypt,Rwanda,2
Egypt,Somalia,4
Egypt,Djibouti,4
Egypt,Ethiopia,2
Egypt,Eritrea,2
Egypt,Angola,2
Egypt,Mozambique,2
Egypt,Zambia,2
Egypt,Zimbabwe,2
Egypt,Malawi,2
Egypt,South Africa,2
Egypt,Namibia,2
Egypt,Lesotho,2
Egypt,Botswana,2
Egypt,Swaziland,2
Egypt,Madagascar,2
Egypt,Comoros,4
Egypt,Mauritius,2
Egypt,Seychelles,2
Egypt,Morocco,4
Egypt,Algeria,4
Egypt,Tunisia,4
Egypt,Libya,4
Egypt,Sudan,4
Egypt,South Sudan,2
Egypt,Turkey,2
Egypt,Iraq,4
Egypt,Lebanon,4
Egypt,Jordan,4
Egypt,Israel,2
Egypt,Saudi Arabia,4
Egypt,Yemen,4
Egypt,Kuwait,4
Egypt,Bahrain,4
Egypt,Qatar,4
Egypt,United Arab Emirates,4
Egypt,Oman,4
Egypt,China,2
Egypt,Mongolia,2
Egypt,North Korea,2
Egypt,South Korea,2
Egypt,Japan,2
Egypt,India,2
Egypt,Pakistan,2
Egypt,Bangladesh,2
Egypt,Myanmar,2
Egypt,Sri Lanka,2
Egypt,Thailand,2
Egypt,Cambodia,2
Egypt,Laos,2
Egypt,Vietnam,2
Egypt,Malaysia,2
Egypt,Singapore,2
Egypt,Brunei,2
Egypt,Philippines,2
Egypt,Indonesia,2
Egypt,East Timor,2
Egypt,Australia,2
Egypt,Papua New Guinea,2
Egypt,New Zealand,2
Syria,Bulgaria,2
Syria,Russia,2
Syria,Lebanon,4
Lebanon,Mauritania,2
Lebanon,Somalia,4
Lebanon,Djibouti,4
Lebanon,Comoros,4
Lebanon,Morocco,4
Lebanon,Algeria,4
Lebanon,Tunisia,4
Lebanon,Libya,4
Lebanon,Sudan,4
Lebanon,Iraq,4
Lebanon,Egypt,4
Lebanon,Syria,4
Lebanon,Jordan,4
Lebanon,Saudi Arabia,4
Lebanon,Yemen,4
Lebanon,Kuwait,4
Lebanon,Bahrain,4
Lebanon,Qatar,4
Lebanon,United Arab Emirates,4
Lebanon,Oman,4
Jordan,Mauritania,2
Jordan,Somalia,4
Jordan,Djibouti,4
Jordan,Comoros,4
Jordan,Morocco,4
Jordan,Algeria,4
Jordan,Tunisia,4
Jordan,Libya,4
Jordan,Sudan,4
Jordan,Iraq,4
Jordan,Egypt,4
Jordan,Lebanon,4
Jordan,Israel,3
Jordan,Saudi Arabia,4
Jordan,Yemen,4
Jordan,Kuwait,4
Jordan,Bahrain,4
Jordan,Qatar,4
Jordan,United Arab Emirates,4
Jordan,Oman,4
Israel,Gambia,2
Israel,Liberia,2
Israel,Gabon,2
Israel,Egypt,2
Israel,Jordan,3
Israel,China,2
Saudi Arabia,Mauritania,2
Saudi Arabia,Somalia,4
Saudi Arabia,Djibouti,4
Saudi Arabia,Comoros,4
Saudi Arabia,Morocco,4
Saudi Arabia,Algeria,4
Saudi Arabia,Tunisia,4
Saudi Arabia,Libya,4
Saudi Arabia,Sudan,4
Saudi Arabia,Iraq,4
Saudi Arabia,Egypt,4
Saudi Arabia,Lebanon,4
Saudi Arabia,Jordan,4
Saudi Arabia,Yemen,4
Saudi Arabia,Kuwait,4
Saudi Arabia,Bahrain,4
Saudi Arabia,Qatar,4
Saudi Arabia,United Arab Emirates,4
Saudi Arabia,Oman,4
Saudi Arabia,China,2
Saudi Arabia,Pakistan,2
Yemen,Mauritania,2
Yemen,Somalia,4
Yemen,Djibouti,4
Yemen,Comoros,4
Yemen,Morocco,4
Yemen,Algeria,4
Yemen,Tunisia,4
Yemen,Libya,4
Yemen,Sudan,4
Yemen,Iraq,4
Yemen,Egypt,4
Yemen,Lebanon,4
Yemen,Jordan,4
Yemen,Saudi Arabia,4
Yemen,Kuwait,4
Yemen,Bahrain,4
Yemen,Qatar,4
Yemen,United Arab Emirates,4
Yemen,Oman,4
Kuwait,Mauritania,2
Kuwait,Somalia,4
Kuwait,Djibouti,4
Kuwait,Comoros,4
Kuwait,Morocco,4
Kuwait,Algeria,4
Kuwait,Tunisia,4
Kuwait,Libya,4
Kuwait,Sudan,4
Kuwait,Iraq,4
Kuwait,Egypt,4
Kuwait,Lebanon,4
Kuwait,Jordan,4
Kuwait,Saudi Arabia,4
Kuwait,Yemen,4
Kuwait,Bahrain,4
Kuwait,Qatar,4
Kuwait,United Arab Emirates,4
Kuwait,Oman,4
Bahrain,United Kingdom,2
Bahrain,Mauritania,2
Bahrain,Somalia,4
Bahrain,Djibouti,4
Bahrain,Comoros,4
Bahrain,Morocco,4
Bahrain,Algeria,4
Bahrain,Tunisia,4
Bahrain,Libya,4
Bahrain,Sudan,4
Bahrain,Iraq,4
Bahrain,Egypt,4
Bahrain,Lebanon,4
Bahrain,Jordan,4
Bahrain,Saudi Arabia,4
Bahrain,Yemen,4
Bahrain,Kuwait,4
Bahrain,Qatar,4
Bahrain,United Arab Emirates,4
Bahrain,Oman,4
Qatar,United Kingdom,2
Qatar,Mauritania,2
Qatar,Somalia,4
Qatar,Djibouti,4
Qatar,Comoros,4
Qatar,Morocco,4
Qatar,Algeria,4
Qatar,Tunisia,4
Qatar,Libya,4
Qatar,Sudan,4
Qatar,Iraq,4
Qatar,Egypt,4
Qatar,Lebanon,4
Qatar,Jordan,4
Qatar,Saudi Arabia,4
Qatar,Yemen,4
Qatar,Kuwait,4
Qatar,Bahrain,4
Qatar,United Arab Emirates,4
Qatar,Oman,4
United Arab Emirates,United Kingdom,2
United Arab Emirates,Mauritania,2
United Arab Emirates,Somalia,4
United Arab Emirates,Djibouti,4
United Arab Emirates,Comoros,4
United Arab Emirates,Morocco,4
United Arab Emirates,Algeria,4
United Arab Emirates,Tunisia,4
United Arab Emirates,Libya,4
United Arab Emirates,Sudan,4
United Arab Emirates,Iraq,4
United Arab Emirates,Egypt,4
United Arab Emirates,Lebanon,4
United Arab Emirates,Jordan,4
United Arab Emirates,Saudi Arabia,4
United Arab Emirates,Yemen,4
United Arab Emirates,Kuwait,4
United Arab Emirates,Bahrain,4
United Arab Emirates,Qatar,4
United Arab Emirates,Oman,4
Oman,Mauritania,2
Oman,Somalia,4
Oman,Djibouti,4
Oman,Comoros,4
Oman,Morocco,4
Oman,Algeria,4
Oman,Tunisia,4
Oman,Libya,4
Oman,Sudan,4
Oman,Iraq,4
Oman,Egypt,4
Oman,Lebanon,4
Oman,Jordan,4
Oman,Saudi Arabia,4
Oman,Yemen,4
Oman,Kuwait,4
Oman,Bahrain,4
Oman,Qatar,4
Oman,United Arab Emirates,4
Afghanistan,United States of America,1
Turkmenistan,United States of America,2
Turkmenistan,Canada,2
Turkmenistan,United Kingdom,2
Turkmenistan,Ireland,2
Turkmenistan,Netherlands,2
Turkmenistan,Belgium,2
Turkmenistan,Luxembourg,2
Turkmenistan,France,2
Turkmenistan,Monaco,2
Turkmenistan,Liechtenstein,2
Turkmenistan,Switzerland,2
Turkmenistan,Spain,2
Turkmenistan,Andorra,2
Turkmenistan,Portugal,2
Turkmenistan,Germany,2
Turkmenistan,Poland,2
Turkmenistan,Austria,2
Turkmenistan,Hungary,2
Turkmenistan,Czech Republic,2
Turkmenistan,Slovakia,2
Turkmenistan,Italy,2
Turkmenistan,San Marino,2
Turkmenistan,Malta,2
Turkmenistan,Albania,2
Turkmenistan,Montenegro,2
Turkmenistan,Macedonia,2
Turkmenistan,Croatia,2
Turkmenistan,Yugoslavia,2
Turkmenistan,Bosnia and Herzegovina,2
Turkmenistan,Slovenia,2
Turkmenistan,Greece,2
Turkmenistan,Cyprus,2
Turkmenistan,Bulgaria,2
Turkmenistan,Moldova,2
Turkmenistan,Romania,2
Turkmenistan,Russia,2
Turkmenistan,Estonia,2
Turkmenistan,Latvia,2
Turkmenistan,Lithuania,2
Turkmenistan,Ukraine,2
Turkmenistan,Belarus,2
Turkmenistan,Armenia,2
Turkmenistan,Georgia,2
Turkmenistan,Azerbaijan,2
Turkmenistan,Finland,2
Turkmenistan,Sweden,2
Turkmenistan,Norway,2
Turkmenistan,Denmark,2
Turkmenistan,Iceland,2
Turkmenistan,Turkey,2
Turkmenistan,Tajikistan,2
Turkmenistan,Kyrgyzstan,2
Turkmenistan,Uzbekistan,2
Turkmenistan,Kazakhstan,3
Turkmenistan,China,2
Turkmenistan,Mongolia,2
Tajikistan,United States of America,2
Tajikistan,Canada,2
Tajikistan,United Kingdom,2
Tajikistan,Ireland,2
Tajikistan,Netherlands,2
Tajikistan,Belgium,2
Tajikistan,Luxembourg,2
Tajikistan,France,2
Tajikistan,Monaco,2
Tajikistan,Liechtenstein,2
Tajikistan,Switzerland,2
Tajikistan,Spain,2
Tajikistan,Andorra,2
Tajikistan,Portugal,2
Tajikistan,Germany,2
Tajikistan,Poland,2
Tajikistan,Austria,2
Tajikistan,Hungary,2
Tajikistan,Czech Republic,2
Tajikistan,Slovakia,2
Tajikistan,Italy,2
Tajikistan,San Marino,2
Tajikistan,Malta,2
Tajikistan,Albania,2
Tajikistan,Montenegro,2
Tajikistan,Macedonia,2
Tajikistan,Croatia,2
Tajikistan,Yugoslavia,2
Tajikistan,Bosnia and Herzegovina,2
Tajikistan,Slovenia,2
Tajikistan,Greece,2
Tajikistan,Cyprus,2
Tajikistan,Bulgaria,2
Tajikistan,Moldova,2
Tajikistan,Romania,2
Tajikistan,Russia,4
Tajikistan,Estonia,2
Tajikistan,Latvia,2
Tajikistan,Lithuania,2
Tajikistan,Ukraine,2
Tajikistan,Belarus,4
Tajikistan,Armenia,4
Tajikistan,Georgia,2
Tajikistan,Azerbaijan,4
Tajikistan,Finland,2
Tajikistan,Sweden,2
Tajikistan,Norway,2
Tajikistan,Denmark,2
Tajikistan,Iceland,2
Tajikistan,Turkey,2
Tajikistan,Turkmenistan,2
Tajikistan,Kyrgyzstan,4
Tajikistan,Uzbekistan,4
Tajikistan,Kazakhstan,4
Tajikistan,China,2
Tajikistan,Mongolia,2
Tajikistan,India,2
Tajikistan,Pakistan,2
Kyrgyzstan,United States of America,2
Kyrgyzstan,Canada,2
Kyrgyzstan,United Kingdom,2
Kyrgyzstan,Ireland,2
Kyrgyzstan,Netherlands,2
Kyrgyzstan,Belgium,2
Kyrgyzstan,Luxembourg,2
Kyrgyzstan,France,2
Kyrgyzstan,Monaco,2
Kyrgyzstan,Liechtenstein,2
Kyrgyzstan,Switzerland,2
Kyrgyzstan,Spain,2
Kyrgyzstan,Andorra,2
Kyrgyzstan,Portugal,2
Kyrgyzstan,Germany,2
Kyrgyzstan,Poland,2
Kyrgyzstan,Austria,2
Kyrgyzstan,Hungary,2
Kyrgyzstan,Czech Republic,2
Kyrgyzstan,Slovakia,2
Kyrgyzstan,Italy,2
Kyrgyzstan,San Marino,2
Kyrgyzstan,Malta,2
Kyrgyzstan,Albania,2
Kyrgyzstan,Montenegro,2
Kyrgyzstan,Macedonia,2
Kyrgyzstan,Croatia,2
Kyrgyzstan,Yugoslavia,2
Kyrgyzstan,Bosnia and Herzegovina,2
Kyrgyzstan,Slovenia,2
Kyrgyzstan,Greece,2
Kyrgyzstan,Cyprus,2
Kyrgyzstan,Bulgaria,2
Kyrgyzstan,Moldova,2
Kyrgyzstan,Romania,2
Kyrgyzstan,Russia,4
Kyrgyzstan,Estonia,2
Kyrgyzstan,Latvia,2
Kyrgyzstan,Lithuania,2
Kyrgyzstan,Ukraine,2
Kyrgyzstan,Belarus,4
Kyrgyzstan,Armenia,4
Kyrgyzstan,Georgia,2
Kyrgyzstan,Azerbaijan,4
Kyrgyzstan,Finland,2
Kyrgyzstan,Sweden,2
Kyrgyzstan,Norway,2
Kyrgyzstan,Denmark,2
Kyrgyzstan,Iceland,2
Kyrgyzstan,Turkey,2
Kyrgyzstan,Turkmenistan,2
Kyrgyzstan,Tajikistan,4
Kyrgyzstan,Uzbekistan,4
Kyrgyzstan,Kazakhstan,4
Kyrgyzstan,China,2
Kyrgyzstan,Mongolia,2
Kyrgyzstan,India,2
Kyrgyzstan,Pakistan,2
Uzbekistan,United States of America,2
Uzbekistan,Canada,2
Uzbekistan,United Kingdom,2
Uzbekistan,Ireland,2
Uzbekistan,Netherlands,2
Uzbekistan,Belgium,2
Uzbekistan,Luxembourg,2
Uzbekistan,France,2
Uzbekistan,Monaco,2
Uzbekistan,Liechtenstein,2
Uzbekistan,Switzerland,2
Uzbekistan,Spain,2
Uzbekistan,Andorra,2
Uzbekistan,Portugal,2
Uzbekistan,Germany,2
Uzbekistan,Poland,3
Uzbekistan,Austria,2
Uzbekistan,Hungary,2
Uzbekistan,Czech Republic,2
Uzbekistan,Slovakia,3
Uzbekistan,Italy,2
Uzbekistan,San Marino,2
Uzbekistan,Malta,2
Uzbekistan,Albania,2
Uzbekistan,Montenegro,2
Uzbekistan,Macedonia,2
Uzbekistan,Croatia,2
